site_brom.id,site,trt.name,date,max.temp,min.temp,mean.temp
argentina_1,argentina,mu0.1k0.5,2013-10-13T00:00:00Z,26,16,21.4166666666667
argentina_26,argentina,mu0.2k0.5,2013-10-13T00:00:00Z,27.5,16,22.1875
argentina_30,argentina,mu0.4k0.5,2013-10-13T00:00:00Z,28,15.5,21.8125
argentina_20,argentina,mu0.6k0.5,2013-10-13T00:00:00Z,27,16.5,21.9583333333333
argentina_29,argentina,mu0.8k0.5,2013-10-13T00:00:00Z,28.5,16,22.1875
argentina_15,argentina,mu1k0.5,2013-10-13T00:00:00Z,28.5,16,22.2291666666667
argentina_12,argentina,mu1.5k0.5,2013-10-13T00:00:00Z,27.5,16,22.1458333333333
argentina_3,argentina,mu2k0.5,2013-10-13T00:00:00Z,26,16,21.2916666666667
argentina_11,argentina,mu2.5k0.5,2013-10-13T00:00:00Z,26.5,15.5,21.4166666666667
argentina_6,argentina,mu3k0.5,2013-10-13T00:00:00Z,26,16,21.0208333333333
argentina_19,argentina,mu0.1k1,2013-10-13T00:00:00Z,28.5,15.5,22.1458333333333
argentina_4,argentina,mu0.2k1,2013-10-13T00:00:00Z,26.5,16,21.3541666666667
argentina_13,argentina,mu0.4k1,2013-10-13T00:00:00Z,24.5,16.5,21.0416666666667
argentina_2,argentina,mu0.6k1,2013-10-13T00:00:00Z,27.5,16,22
argentina_9,argentina,mu0.8k1,2013-10-13T00:00:00Z,28,16,22.25
argentina_17,argentina,mu1k1,2013-10-13T00:00:00Z,28,15.5,21.9166666666667
argentina_7,argentina,mu1.5k1,2013-10-13T00:00:00Z,27,16,21.625
argentina_25,argentina,mu2k1,2013-10-13T00:00:00Z,29,16,21.9583333333333
argentina_10,argentina,mu2.5k1,2013-10-13T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-13T00:00:00Z,26,16.5,21.6875
argentina_8,argentina,mu0.1k2,2013-10-13T00:00:00Z,28,16.5,22.1666666666667
argentina_16,argentina,mu0.2k2,2013-10-13T00:00:00Z,28,15.5,22.1875
argentina_5,argentina,mu0.4k2,2013-10-13T00:00:00Z,27,16,21.6458333333333
argentina_23,argentina,mu0.6k2,2013-10-13T00:00:00Z,28,16,22.2916666666667
argentina_21,argentina,mu0.8k2,2013-10-13T00:00:00Z,28.5,15.5,22.2708333333333
argentina_27,argentina,mu1k2,2013-10-13T00:00:00Z,27,16.5,22
argentina_14,argentina,mu1.5k2,2013-10-13T00:00:00Z,27,16,21.5416666666667
argentina_24,argentina,mu2k2,2013-10-13T00:00:00Z,27,16,21.625
argentina_18,argentina,mu2.5k2,2013-10-13T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-13T00:00:00Z,29.5,15.5,22.4791666666667
argentina_1,argentina,mu0.1k0.5,2013-10-14T00:00:00Z,27.5,17.5,22.3958333333333
argentina_26,argentina,mu0.2k0.5,2013-10-14T00:00:00Z,29,18,23.1666666666667
argentina_30,argentina,mu0.4k0.5,2013-10-14T00:00:00Z,31.5,17,23.1666666666667
argentina_20,argentina,mu0.6k0.5,2013-10-14T00:00:00Z,28.5,17.5,23
argentina_29,argentina,mu0.8k0.5,2013-10-14T00:00:00Z,30,18,23.5
argentina_15,argentina,mu1k0.5,2013-10-14T00:00:00Z,29.5,17,23.0208333333333
argentina_12,argentina,mu1.5k0.5,2013-10-14T00:00:00Z,30,17.5,23.375
argentina_3,argentina,mu2k0.5,2013-10-14T00:00:00Z,29,17.5,22.5625
argentina_11,argentina,mu2.5k0.5,2013-10-14T00:00:00Z,29,16.5,22.6041666666667
argentina_6,argentina,mu3k0.5,2013-10-14T00:00:00Z,27,17.5,22.1458333333333
argentina_19,argentina,mu0.1k1,2013-10-14T00:00:00Z,30,17,23.0208333333333
argentina_4,argentina,mu0.2k1,2013-10-14T00:00:00Z,28.5,17.5,22.5416666666667
argentina_13,argentina,mu0.4k1,2013-10-14T00:00:00Z,27,17.5,22.0625
argentina_2,argentina,mu0.6k1,2013-10-14T00:00:00Z,30,17,23.3333333333333
argentina_9,argentina,mu0.8k1,2013-10-14T00:00:00Z,29,17,23.0416666666667
argentina_17,argentina,mu1k1,2013-10-14T00:00:00Z,30.5,17,23.3958333333333
argentina_7,argentina,mu1.5k1,2013-10-14T00:00:00Z,29,17,22.6666666666667
argentina_25,argentina,mu2k1,2013-10-14T00:00:00Z,28.5,17.5,22.6666666666667
argentina_10,argentina,mu2.5k1,2013-10-14T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-14T00:00:00Z,27.5,18,22.6666666666667
argentina_8,argentina,mu0.1k2,2013-10-14T00:00:00Z,30,17.5,23.4375
argentina_16,argentina,mu0.2k2,2013-10-14T00:00:00Z,31.5,17,23.5208333333333
argentina_5,argentina,mu0.4k2,2013-10-14T00:00:00Z,29.5,17.5,22.8958333333333
argentina_23,argentina,mu0.6k2,2013-10-14T00:00:00Z,30,17.5,23.5208333333333
argentina_21,argentina,mu0.8k2,2013-10-14T00:00:00Z,31,17,22.875
argentina_27,argentina,mu1k2,2013-10-14T00:00:00Z,28.5,17.5,22.9583333333333
argentina_14,argentina,mu1.5k2,2013-10-14T00:00:00Z,29,17,22.625
argentina_24,argentina,mu2k2,2013-10-14T00:00:00Z,28.5,17,22.5416666666667
argentina_18,argentina,mu2.5k2,2013-10-14T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-14T00:00:00Z,29.5,17.5,23.5416666666667
argentina_1,argentina,mu0.1k0.5,2013-10-15T00:00:00Z,28.5,16,21.8125
argentina_26,argentina,mu0.2k0.5,2013-10-15T00:00:00Z,29.5,16.5,22.5833333333333
argentina_30,argentina,mu0.4k0.5,2013-10-15T00:00:00Z,33,15.5,22.1875
argentina_20,argentina,mu0.6k0.5,2013-10-15T00:00:00Z,28.5,16.5,22.2916666666667
argentina_29,argentina,mu0.8k0.5,2013-10-15T00:00:00Z,28.5,16.5,22.3333333333333
argentina_15,argentina,mu1k0.5,2013-10-15T00:00:00Z,30.5,16,22.4166666666667
argentina_12,argentina,mu1.5k0.5,2013-10-15T00:00:00Z,29,16.5,22.4166666666667
argentina_3,argentina,mu2k0.5,2013-10-15T00:00:00Z,29.5,16,22.0833333333333
argentina_11,argentina,mu2.5k0.5,2013-10-15T00:00:00Z,28,15.5,21.7083333333333
argentina_6,argentina,mu3k0.5,2013-10-15T00:00:00Z,25,16.5,21.0625
argentina_19,argentina,mu0.1k1,2013-10-15T00:00:00Z,30.5,16,22.5
argentina_4,argentina,mu0.2k1,2013-10-15T00:00:00Z,28,16.5,21.7291666666667
argentina_13,argentina,mu0.4k1,2013-10-15T00:00:00Z,27,16.5,21.6041666666667
argentina_2,argentina,mu0.6k1,2013-10-15T00:00:00Z,29,16,22.2708333333333
argentina_9,argentina,mu0.8k1,2013-10-15T00:00:00Z,29.5,16,22.4166666666667
argentina_17,argentina,mu1k1,2013-10-15T00:00:00Z,32.5,15,23.2708333333333
argentina_7,argentina,mu1.5k1,2013-10-15T00:00:00Z,29.5,15.5,22.4791666666667
argentina_25,argentina,mu2k1,2013-10-15T00:00:00Z,30.5,16,21.9791666666667
argentina_10,argentina,mu2.5k1,2013-10-15T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-15T00:00:00Z,28.5,16.5,22.375
argentina_8,argentina,mu0.1k2,2013-10-15T00:00:00Z,30.5,16.5,22.9166666666667
argentina_16,argentina,mu0.2k2,2013-10-15T00:00:00Z,31,15.5,22.75
argentina_5,argentina,mu0.4k2,2013-10-15T00:00:00Z,30.5,16,22.5208333333333
argentina_23,argentina,mu0.6k2,2013-10-15T00:00:00Z,31.5,16,23.375
argentina_21,argentina,mu0.8k2,2013-10-15T00:00:00Z,31,15.5,22.8333333333333
argentina_27,argentina,mu1k2,2013-10-15T00:00:00Z,30,16,22.7291666666667
argentina_14,argentina,mu1.5k2,2013-10-15T00:00:00Z,29,16,21.9375
argentina_24,argentina,mu2k2,2013-10-15T00:00:00Z,31,16,22.3958333333333
argentina_18,argentina,mu2.5k2,2013-10-15T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-15T00:00:00Z,28.5,16,22.1666666666667
argentina_1,argentina,mu0.1k0.5,2013-10-16T00:00:00Z,27.5,14.5,20.7916666666667
argentina_26,argentina,mu0.2k0.5,2013-10-16T00:00:00Z,29.5,15,21.7916666666667
argentina_30,argentina,mu0.4k0.5,2013-10-16T00:00:00Z,32,14,21.4791666666667
argentina_20,argentina,mu0.6k0.5,2013-10-16T00:00:00Z,28.5,15,21.4791666666667
argentina_29,argentina,mu0.8k0.5,2013-10-16T00:00:00Z,29.5,15,21.7083333333333
argentina_15,argentina,mu1k0.5,2013-10-16T00:00:00Z,29,14.5,21.4375
argentina_12,argentina,mu1.5k0.5,2013-10-16T00:00:00Z,29,14.5,21.5208333333333
argentina_3,argentina,mu2k0.5,2013-10-16T00:00:00Z,28.5,14.5,21.0416666666667
argentina_11,argentina,mu2.5k0.5,2013-10-16T00:00:00Z,28,14,20.6458333333333
argentina_6,argentina,mu3k0.5,2013-10-16T00:00:00Z,25,15,20.1875
argentina_19,argentina,mu0.1k1,2013-10-16T00:00:00Z,31,14,21.4375
argentina_4,argentina,mu0.2k1,2013-10-16T00:00:00Z,28,14.5,20.9375
argentina_13,argentina,mu0.4k1,2013-10-16T00:00:00Z,26.5,15,20.8333333333333
argentina_2,argentina,mu0.6k1,2013-10-16T00:00:00Z,29,14,21.4166666666667
argentina_9,argentina,mu0.8k1,2013-10-16T00:00:00Z,29,14.5,21.5
argentina_17,argentina,mu1k1,2013-10-16T00:00:00Z,30.5,13.5,21.8958333333333
argentina_7,argentina,mu1.5k1,2013-10-16T00:00:00Z,28.5,14,21.25
argentina_25,argentina,mu2k1,2013-10-16T00:00:00Z,31.5,14.5,21.2916666666667
argentina_10,argentina,mu2.5k1,2013-10-16T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-16T00:00:00Z,28,15,21.3541666666667
argentina_8,argentina,mu0.1k2,2013-10-16T00:00:00Z,30,14.5,22.0625
argentina_16,argentina,mu0.2k2,2013-10-16T00:00:00Z,30.5,14,21.75
argentina_5,argentina,mu0.4k2,2013-10-16T00:00:00Z,30.5,14.5,21.6041666666667
argentina_23,argentina,mu0.6k2,2013-10-16T00:00:00Z,30,14,22.0833333333333
argentina_21,argentina,mu0.8k2,2013-10-16T00:00:00Z,30.5,14,21.9166666666667
argentina_27,argentina,mu1k2,2013-10-16T00:00:00Z,29.5,14.5,21.6875
argentina_14,argentina,mu1.5k2,2013-10-16T00:00:00Z,28.5,14,21
argentina_24,argentina,mu2k2,2013-10-16T00:00:00Z,30,14.5,21.125
argentina_18,argentina,mu2.5k2,2013-10-16T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-16T00:00:00Z,29,14.5,21.6041666666667
argentina_1,argentina,mu0.1k0.5,2013-10-17T00:00:00Z,29,15,20.9375
argentina_26,argentina,mu0.2k0.5,2013-10-17T00:00:00Z,31,15.5,22.1666666666667
argentina_30,argentina,mu0.4k0.5,2013-10-17T00:00:00Z,31.5,14.5,21.4791666666667
argentina_20,argentina,mu0.6k0.5,2013-10-17T00:00:00Z,29.5,15.5,21.7708333333333
argentina_29,argentina,mu0.8k0.5,2013-10-17T00:00:00Z,30,16,22.0625
argentina_15,argentina,mu1k0.5,2013-10-17T00:00:00Z,30.5,15,21.7291666666667
argentina_12,argentina,mu1.5k0.5,2013-10-17T00:00:00Z,29,15,21.625
argentina_3,argentina,mu2k0.5,2013-10-17T00:00:00Z,30,15,21.2708333333333
argentina_11,argentina,mu2.5k0.5,2013-10-17T00:00:00Z,28.5,14,20.8125
argentina_6,argentina,mu3k0.5,2013-10-17T00:00:00Z,26,15.5,20.3958333333333
argentina_19,argentina,mu0.1k1,2013-10-17T00:00:00Z,31.5,14.5,21.7291666666667
argentina_4,argentina,mu0.2k1,2013-10-17T00:00:00Z,29,15,21.0625
argentina_13,argentina,mu0.4k1,2013-10-17T00:00:00Z,27,15.5,21
argentina_2,argentina,mu0.6k1,2013-10-17T00:00:00Z,30,14.5,21.6875
argentina_9,argentina,mu0.8k1,2013-10-17T00:00:00Z,28.5,14.5,21.375
argentina_17,argentina,mu1k1,2013-10-17T00:00:00Z,34,14,22.8541666666667
argentina_7,argentina,mu1.5k1,2013-10-17T00:00:00Z,29,14.5,21.375
argentina_25,argentina,mu2k1,2013-10-17T00:00:00Z,31,15,21.4375
argentina_10,argentina,mu2.5k1,2013-10-17T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-17T00:00:00Z,29,15.5,21.625
argentina_8,argentina,mu0.1k2,2013-10-17T00:00:00Z,31,15,22.2708333333333
argentina_16,argentina,mu0.2k2,2013-10-17T00:00:00Z,33,14.5,22.1666666666667
argentina_5,argentina,mu0.4k2,2013-10-17T00:00:00Z,30,15,21.3958333333333
argentina_23,argentina,mu0.6k2,2013-10-17T00:00:00Z,31.5,15,22.5625
argentina_21,argentina,mu0.8k2,2013-10-17T00:00:00Z,31,14.5,22
argentina_27,argentina,mu1k2,2013-10-17T00:00:00Z,30,15,21.9583333333333
argentina_14,argentina,mu1.5k2,2013-10-17T00:00:00Z,29,14.5,20.875
argentina_24,argentina,mu2k2,2013-10-17T00:00:00Z,31,14.5,21.2083333333333
argentina_18,argentina,mu2.5k2,2013-10-17T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-17T00:00:00Z,28.5,14.5,21.8541666666667
argentina_1,argentina,mu0.1k0.5,2013-10-18T00:00:00Z,29,14,21.375
argentina_26,argentina,mu0.2k0.5,2013-10-18T00:00:00Z,32,14.5,22.8125
argentina_30,argentina,mu0.4k0.5,2013-10-18T00:00:00Z,32,13,21.9583333333333
argentina_20,argentina,mu0.6k0.5,2013-10-18T00:00:00Z,29.5,14,22.0625
argentina_29,argentina,mu0.8k0.5,2013-10-18T00:00:00Z,31,14.5,22.5416666666667
argentina_15,argentina,mu1k0.5,2013-10-18T00:00:00Z,31.5,13.5,22.3958333333333
argentina_12,argentina,mu1.5k0.5,2013-10-18T00:00:00Z,29.5,13.5,21.9166666666667
argentina_3,argentina,mu2k0.5,2013-10-18T00:00:00Z,31.5,13.5,21.8958333333333
argentina_11,argentina,mu2.5k0.5,2013-10-18T00:00:00Z,29.5,13,21.3541666666667
argentina_6,argentina,mu3k0.5,2013-10-18T00:00:00Z,26.5,14,20.6041666666667
argentina_19,argentina,mu0.1k1,2013-10-18T00:00:00Z,31.5,13.5,22.0416666666667
argentina_4,argentina,mu0.2k1,2013-10-18T00:00:00Z,30,14,21.7708333333333
argentina_13,argentina,mu0.4k1,2013-10-18T00:00:00Z,28.5,14.5,21.5
argentina_2,argentina,mu0.6k1,2013-10-18T00:00:00Z,31,13.5,22.1666666666667
argentina_9,argentina,mu0.8k1,2013-10-18T00:00:00Z,30,13.5,21.9583333333333
argentina_17,argentina,mu1k1,2013-10-18T00:00:00Z,35.5,12.5,23.5
argentina_7,argentina,mu1.5k1,2013-10-18T00:00:00Z,32.5,13,22.4791666666667
argentina_25,argentina,mu2k1,2013-10-18T00:00:00Z,31,14,21.8333333333333
argentina_10,argentina,mu2.5k1,2013-10-18T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-18T00:00:00Z,29,14.5,21.9375
argentina_8,argentina,mu0.1k2,2013-10-18T00:00:00Z,32,14,22.7916666666667
argentina_16,argentina,mu0.2k2,2013-10-18T00:00:00Z,33,13,22.5208333333333
argentina_5,argentina,mu0.4k2,2013-10-18T00:00:00Z,31,13.5,22
argentina_23,argentina,mu0.6k2,2013-10-18T00:00:00Z,31.5,13.5,22.625
argentina_21,argentina,mu0.8k2,2013-10-18T00:00:00Z,32,13,22.4166666666667
argentina_27,argentina,mu1k2,2013-10-18T00:00:00Z,31,14,22.4583333333333
argentina_14,argentina,mu1.5k2,2013-10-18T00:00:00Z,29.5,13.5,21.2708333333333
argentina_24,argentina,mu2k2,2013-10-18T00:00:00Z,31,13.5,21.7083333333333
argentina_18,argentina,mu2.5k2,2013-10-18T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-18T00:00:00Z,28,13.5,21.5625
argentina_1,argentina,mu0.1k0.5,2013-10-19T00:00:00Z,32.5,15.5,23.4166666666667
argentina_26,argentina,mu0.2k0.5,2013-10-19T00:00:00Z,33.5,16.5,24.5416666666667
argentina_30,argentina,mu0.4k0.5,2013-10-19T00:00:00Z,34.5,15,24.0625
argentina_20,argentina,mu0.6k0.5,2013-10-19T00:00:00Z,31.5,16,23.8541666666667
argentina_29,argentina,mu0.8k0.5,2013-10-19T00:00:00Z,33,16.5,24.6041666666667
argentina_15,argentina,mu1k0.5,2013-10-19T00:00:00Z,35,15.5,24.5208333333333
argentina_12,argentina,mu1.5k0.5,2013-10-19T00:00:00Z,31.5,15.5,23.7291666666667
argentina_3,argentina,mu2k0.5,2013-10-19T00:00:00Z,33.5,15.5,23.7916666666667
argentina_11,argentina,mu2.5k0.5,2013-10-19T00:00:00Z,31.5,15,23.2708333333333
argentina_6,argentina,mu3k0.5,2013-10-19T00:00:00Z,28.5,16,22.1458333333333
argentina_19,argentina,mu0.1k1,2013-10-19T00:00:00Z,34,15.5,24
argentina_4,argentina,mu0.2k1,2013-10-19T00:00:00Z,33,16,23.7916666666667
argentina_13,argentina,mu0.4k1,2013-10-19T00:00:00Z,30.5,16,23.3333333333333
argentina_2,argentina,mu0.6k1,2013-10-19T00:00:00Z,33.5,15.5,24.2708333333333
argentina_9,argentina,mu0.8k1,2013-10-19T00:00:00Z,32.5,15.5,24.0833333333333
argentina_17,argentina,mu1k1,2013-10-19T00:00:00Z,33.5,14.5,24.25
argentina_7,argentina,mu1.5k1,2013-10-19T00:00:00Z,31.5,14.5,23.4583333333333
argentina_25,argentina,mu2k1,2013-10-19T00:00:00Z,32.5,16,23.3958333333333
argentina_10,argentina,mu2.5k1,2013-10-19T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-19T00:00:00Z,30,16,23.25
argentina_8,argentina,mu0.1k2,2013-10-19T00:00:00Z,34,16,24.7708333333333
argentina_16,argentina,mu0.2k2,2013-10-19T00:00:00Z,35.5,15,24.5416666666667
argentina_5,argentina,mu0.4k2,2013-10-19T00:00:00Z,33,15.5,23.9166666666667
argentina_23,argentina,mu0.6k2,2013-10-19T00:00:00Z,33,15.5,24.3125
argentina_21,argentina,mu0.8k2,2013-10-19T00:00:00Z,35,15,24.7083333333333
argentina_27,argentina,mu1k2,2013-10-19T00:00:00Z,32.5,15.5,24
argentina_14,argentina,mu1.5k2,2013-10-19T00:00:00Z,32,15.5,23.2916666666667
argentina_24,argentina,mu2k2,2013-10-19T00:00:00Z,33,15,23.2916666666667
argentina_18,argentina,mu2.5k2,2013-10-19T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-19T00:00:00Z,30.5,15.5,23.6666666666667
argentina_1,argentina,mu0.1k0.5,2013-10-20T00:00:00Z,35.5,20,26.2083333333333
argentina_26,argentina,mu0.2k0.5,2013-10-20T00:00:00Z,37,21,27.5416666666667
argentina_30,argentina,mu0.4k0.5,2013-10-20T00:00:00Z,37,20,26.8958333333333
argentina_20,argentina,mu0.6k0.5,2013-10-20T00:00:00Z,33,20,26.125
argentina_29,argentina,mu0.8k0.5,2013-10-20T00:00:00Z,35,21,27.1458333333333
argentina_15,argentina,mu1k0.5,2013-10-20T00:00:00Z,38,20,27.2916666666667
argentina_12,argentina,mu1.5k0.5,2013-10-20T00:00:00Z,33.5,20,26.0416666666667
argentina_3,argentina,mu2k0.5,2013-10-20T00:00:00Z,36,20,26.4166666666667
argentina_11,argentina,mu2.5k0.5,2013-10-20T00:00:00Z,33.5,19.5,25.7708333333333
argentina_6,argentina,mu3k0.5,2013-10-20T00:00:00Z,30.5,19.5,24.5208333333333
argentina_19,argentina,mu0.1k1,2013-10-20T00:00:00Z,36,19.5,26.7291666666667
argentina_4,argentina,mu0.2k1,2013-10-20T00:00:00Z,36,20.5,26.7708333333333
argentina_13,argentina,mu0.4k1,2013-10-20T00:00:00Z,32.5,20,25.6666666666667
argentina_2,argentina,mu0.6k1,2013-10-20T00:00:00Z,36,20.5,26.75
argentina_9,argentina,mu0.8k1,2013-10-20T00:00:00Z,34,20,26.5
argentina_17,argentina,mu1k1,2013-10-20T00:00:00Z,39,19.5,27.7291666666667
argentina_7,argentina,mu1.5k1,2013-10-20T00:00:00Z,34.5,19.5,26.0208333333333
argentina_25,argentina,mu2k1,2013-10-20T00:00:00Z,34,20,25.4166666666667
argentina_10,argentina,mu2.5k1,2013-10-20T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-20T00:00:00Z,32,20,25.1875
argentina_8,argentina,mu0.1k2,2013-10-20T00:00:00Z,36,20.5,27.3958333333333
argentina_16,argentina,mu0.2k2,2013-10-20T00:00:00Z,38,19.5,27.2291666666667
argentina_5,argentina,mu0.4k2,2013-10-20T00:00:00Z,35,20,26.3541666666667
argentina_23,argentina,mu0.6k2,2013-10-20T00:00:00Z,36,20,27.0208333333333
argentina_21,argentina,mu0.8k2,2013-10-20T00:00:00Z,36,20,26.9583333333333
argentina_27,argentina,mu1k2,2013-10-20T00:00:00Z,35,20,26.3541666666667
argentina_14,argentina,mu1.5k2,2013-10-20T00:00:00Z,33.5,19.5,25.625
argentina_24,argentina,mu2k2,2013-10-20T00:00:00Z,35.5,19.5,25.5
argentina_18,argentina,mu2.5k2,2013-10-20T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-20T00:00:00Z,32.5,20,25.9583333333333
argentina_1,argentina,mu0.1k0.5,2013-10-21T00:00:00Z,28,16,21.5625
argentina_26,argentina,mu0.2k0.5,2013-10-21T00:00:00Z,29.5,17,22.7708333333333
argentina_30,argentina,mu0.4k0.5,2013-10-21T00:00:00Z,31.5,15.5,22.0625
argentina_20,argentina,mu0.6k0.5,2013-10-21T00:00:00Z,28.5,17.5,22.2291666666667
argentina_29,argentina,mu0.8k0.5,2013-10-21T00:00:00Z,31.5,18,23.3541666666667
argentina_15,argentina,mu1k0.5,2013-10-21T00:00:00Z,30.5,16.5,22.5416666666667
argentina_12,argentina,mu1.5k0.5,2013-10-21T00:00:00Z,28,16.5,21.7291666666667
argentina_3,argentina,mu2k0.5,2013-10-21T00:00:00Z,28.5,16.5,21.5
argentina_11,argentina,mu2.5k0.5,2013-10-21T00:00:00Z,27,15,20.9583333333333
argentina_6,argentina,mu3k0.5,2013-10-21T00:00:00Z,24.5,16.5,20.8958333333333
argentina_19,argentina,mu0.1k1,2013-10-21T00:00:00Z,31,16.5,22.3541666666667
argentina_4,argentina,mu0.2k1,2013-10-21T00:00:00Z,29,17,22.1875
argentina_13,argentina,mu0.4k1,2013-10-21T00:00:00Z,26.5,16.5,21.5625
argentina_2,argentina,mu0.6k1,2013-10-21T00:00:00Z,28,16,21.4583333333333
argentina_9,argentina,mu0.8k1,2013-10-21T00:00:00Z,26.5,15.5,21.3541666666667
argentina_17,argentina,mu1k1,2013-10-21T00:00:00Z,32,14.5,22.2916666666667
argentina_7,argentina,mu1.5k1,2013-10-21T00:00:00Z,29,14.5,21.5416666666667
argentina_25,argentina,mu2k1,2013-10-21T00:00:00Z,28,15.5,21.2708333333333
argentina_10,argentina,mu2.5k1,2013-10-21T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-21T00:00:00Z,27,16.5,21.6041666666667
argentina_8,argentina,mu0.1k2,2013-10-21T00:00:00Z,28.5,18,22.5416666666667
argentina_16,argentina,mu0.2k2,2013-10-21T00:00:00Z,30,15,21.8125
argentina_5,argentina,mu0.4k2,2013-10-21T00:00:00Z,29,17,21.6458333333333
argentina_23,argentina,mu0.6k2,2013-10-21T00:00:00Z,29,15.5,22.1458333333333
argentina_21,argentina,mu0.8k2,2013-10-21T00:00:00Z,28.5,16,21.7083333333333
argentina_27,argentina,mu1k2,2013-10-21T00:00:00Z,27.5,16.5,21.7291666666667
argentina_14,argentina,mu1.5k2,2013-10-21T00:00:00Z,27.5,16,21.2083333333333
argentina_24,argentina,mu2k2,2013-10-21T00:00:00Z,28.5,16,21.1041666666667
argentina_18,argentina,mu2.5k2,2013-10-21T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-21T00:00:00Z,27.5,15.5,21.4791666666667
argentina_1,argentina,mu0.1k0.5,2013-10-22T00:00:00Z,29.5,12.5,20.5
argentina_26,argentina,mu0.2k0.5,2013-10-22T00:00:00Z,31,13.5,21.6666666666667
argentina_30,argentina,mu0.4k0.5,2013-10-22T00:00:00Z,34.5,12,21.4166666666667
argentina_20,argentina,mu0.6k0.5,2013-10-22T00:00:00Z,29,13,20.7916666666667
argentina_29,argentina,mu0.8k0.5,2013-10-22T00:00:00Z,33,13.5,22.0833333333333
argentina_15,argentina,mu1k0.5,2013-10-22T00:00:00Z,32.5,12.5,21.5416666666667
argentina_12,argentina,mu1.5k0.5,2013-10-22T00:00:00Z,29.5,12.5,20.6666666666667
argentina_3,argentina,mu2k0.5,2013-10-22T00:00:00Z,30.5,12.5,20.375
argentina_11,argentina,mu2.5k0.5,2013-10-22T00:00:00Z,28.5,11.5,20.0416666666667
argentina_6,argentina,mu3k0.5,2013-10-22T00:00:00Z,25,13,19.0208333333333
argentina_19,argentina,mu0.1k1,2013-10-22T00:00:00Z,32.5,11.5,20.6875
argentina_4,argentina,mu0.2k1,2013-10-22T00:00:00Z,30,13,20.8333333333333
argentina_13,argentina,mu0.4k1,2013-10-22T00:00:00Z,28,13.5,20.7083333333333
argentina_2,argentina,mu0.6k1,2013-10-22T00:00:00Z,30,12,20.5625
argentina_9,argentina,mu0.8k1,2013-10-22T00:00:00Z,28.5,12.5,20.5208333333333
argentina_17,argentina,mu1k1,2013-10-22T00:00:00Z,34,10.5,21.4375
argentina_7,argentina,mu1.5k1,2013-10-22T00:00:00Z,31.5,11,20.8958333333333
argentina_25,argentina,mu2k1,2013-10-22T00:00:00Z,28.5,12.5,20.125
argentina_10,argentina,mu2.5k1,2013-10-22T00:00:00Z,NA,NA,NA
argentina_28,argentina,mu3k1,2013-10-22T00:00:00Z,28.5,13,20.8125
argentina_8,argentina,mu0.1k2,2013-10-22T00:00:00Z,30.5,12.5,21.2291666666667
argentina_16,argentina,mu0.2k2,2013-10-22T00:00:00Z,31,11.5,20.6875
argentina_5,argentina,mu0.4k2,2013-10-22T00:00:00Z,31,12,20.625
argentina_23,argentina,mu0.6k2,2013-10-22T00:00:00Z,31,12.5,21.2083333333333
argentina_21,argentina,mu0.8k2,2013-10-22T00:00:00Z,31,11.5,20.6458333333333
argentina_27,argentina,mu1k2,2013-10-22T00:00:00Z,29.5,12.5,20.8125
argentina_14,argentina,mu1.5k2,2013-10-22T00:00:00Z,29,12,19.8125
argentina_24,argentina,mu2k2,2013-10-22T00:00:00Z,31,12,20.0208333333333
argentina_18,argentina,mu2.5k2,2013-10-22T00:00:00Z,NA,NA,NA
argentina_22,argentina,mu3k2,2013-10-22T00:00:00Z,27.5,12,20.1666666666667
argentina_1,argentina,mu0.1k0.5,2013-10-23T00:00:00Z,33.5,17.5,25.0208333333333
argentina_26,argentina,mu0.2k0.5,2013-10-23T00:00:00Z,35,18.5,26.1666666666667
argentina_30,argentina,mu0.4k0.5,2013-10-23T00:00:00Z,39.5,17,26.2916666666667
argentina_20,argentina,mu0.6k0.5,2013-10-23T00:00:00Z,33.5,18,25.375
argentina_29,argentina,mu0.8k0.5,2013-10-23T00:00:00Z,36.5,18.5,26.3541666666667
argentina_15,argentina,mu1k0.5,2013-10-23T00:00:00Z,36,18,25.8333333333333
